year,dist_name,dist_code,enrollment,size,attendance_rate,reduced_share,free_share,lunch_share,homeless_share,graduation_rate,act_composite,act_writing,local_revenue,all_revenue,tcec,tec,tdc,rev_cost_ratio
2012,Williams Bay,6482,581,Small,NA,NA,NA,NA,NA,0.94175,NA,NA,14015,14925,11944,14006,14386,1.0374
2012,Wilmot UHS,6545,1101,Medium,NA,NA,NA,NA,NA,0.93617,NA,NA,10874,15758,11054,14535,15115,1.04254
2012,Winneconne Community,6608,1511,Medium,NA,NA,NA,NA,NA,0.95116,NA,NA,6481,11549,9275,10829,11295,1.02251
2012,Winter,6615,280,Small,NA,NA,NA,NA,NA,0.91954,NA,NA,12269,15519,13159,15401,16348,0.94928
2012,Wisconsin Dells,6678,1809,Medium,NA,NA,NA,NA,NA,0.87915,NA,NA,9723,11763,10136,11008,11460,1.02645
2012,Wisconsin Heights,0469,751,Small,NA,NA,NA,NA,NA,0.97927,NA,NA,9153,13215,10717,12499,12840,1.02923
2012,Wisconsin Rapids,6685,5324,Medium,NA,NA,NA,NA,NA,0.97039,NA,NA,4375,12653,10723,12394,12976,0.97511
2012,Wittenberg-Birnamwood,6692,1232,Medium,NA,NA,NA,NA,NA,0.98333,NA,NA,4127,11073,9624,10249,10965,1.0099
2012,Wonewoc-Union Center,6713,369,Small,NA,NA,NA,NA,NA,0.98667,NA,NA,7277,14273,11451,12800,13483,1.05854
2012,NA,8113,333,Small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Woodruff J1,6720,511,Small,NA,NA,NA,NA,NA,NA,NA,NA,11489,14158,11016,13849,14341,0.98722
2012,Wrightstown Community,6734,1363,Medium,NA,NA,NA,NA,NA,0.97033,NA,NA,4771,11284,8524,10074,10521,1.07249
2012,NA,8111,526,Small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Yorkville J2,6748,465,Small,NA,NA,NA,NA,NA,NA,NA,NA,9987,12687,11198,13532,13744,0.92308
2011,NA,8110,472,Small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Abbotsford,0007,708,Small,NA,NA,NA,NA,NA,0.95973,NA,NA,3075,11905,8921,10686,11375,1.04657
2011,Adams-Friendship Area,0014,1742,Medium,NA,NA,NA,NA,NA,0.92938,NA,NA,7919,13442,10362,11996,12729,1.05605
2011,Albany,0063,379,Small,NA,NA,NA,NA,NA,0.89157,NA,NA,6325,13126,11492,13021,13423,0.97785
2011,Algoma,0070,622,Small,NA,NA,NA,NA,NA,0.95455,NA,NA,5217,11640,10110,11192,11625,1.00134
2011,Alma,0084,268,Small,NA,NA,NA,NA,NA,0.96429,NA,NA,5763,12818,11093,11991,12570,1.01972
2011,Alma Center,0091,651,Small,NA,NA,NA,NA,NA,0.97541,NA,NA,3510,13558,10199,12236,12818,1.05774
2011,Almond-Bancroft,0105,445,Small,NA,NA,NA,NA,NA,0.93396,NA,NA,3882,12361,10166,11835,12372,0.99908
2011,Altoona,0112,1563,Medium,NA,NA,NA,NA,NA,0.96959,NA,NA,3507,11153,10123,10964,11481,0.9714
2011,Amery,0119,1669,Medium,NA,NA,NA,NA,NA,0.94924,NA,NA,6117,12992,10305,12315,13069,0.99413
2011,Antigo Unified,0140,2604,Medium,NA,NA,NA,NA,NA,0.92593,NA,NA,4266,12244,10152,11405,12060,1.01521
2011,Appleton Area,0147,15119,Large,NA,NA,NA,NA,NA,0.90939,NA,NA,4941,11803,10352,11106,11618,1.01587
2011,Arcadia,0154,1135,Medium,NA,NA,NA,NA,NA,0.95181,NA,NA,4001,12013,10009,11458,11926,1.00732
2011,Argyle,0161,320,Small,NA,NA,NA,NA,NA,0.97619,NA,NA,4639,12771,9608,12110,12567,1.0162
2011,Arrowhead UHS,2450,2253,Medium,NA,NA,NA,NA,NA,0.9802,NA,NA,9911,12602,10643,12108,12684,0.99361
2011,Ashland,0170,2144,Medium,NA,NA,NA,NA,NA,0.92334,NA,NA,2922,12130,10162,11222,11832,1.02524
2011,Ashwaubenon,0182,3192,Medium,NA,NA,NA,NA,NA,0.94696,NA,NA,7704,12794,10758,11717,12364,1.03477
2011,Athens,0196,495,Small,NA,NA,NA,NA,NA,0.97887,NA,NA,4741,12825,10777,12301,12866,0.99685
2011,Auburndale,0203,884,Small,NA,NA,NA,NA,NA,0.96714,NA,NA,3865,12135,9910,11354,11783,1.02986
2011,Augusta,0217,666,Small,NA,NA,NA,NA,NA,0.93064,NA,NA,5584,15407,12384,14430,15286,1.00791
2011,Baldwin-Woodville Area,0231,1635,Medium,NA,NA,NA,NA,NA,0.97493,NA,NA,4176,11634,8665,10761,11454,1.01571
2011,Bangor,0245,595,Small,NA,NA,NA,NA,NA,0.98266,NA,NA,4809,12820,9953,12349,12779,1.0032
2011,Baraboo,0280,3157,Medium,NA,NA,NA,NA,NA,0.91805,NA,NA,4893,11132,9989,10512,11122,1.00091
2011,Barneveld,0287,453,Small,NA,NA,NA,NA,NA,0.95918,NA,NA,4883,11781,10757,11368,11798,0.99851
2011,Barron Area,0308,1334,Medium,NA,NA,NA,NA,NA,0.89189,NA,NA,4041,13127,10764,13549,14156,0.92734
2011,Bayfield,0315,419,Small,NA,NA,NA,NA,NA,0.86792,NA,NA,13218,20737,16827,18525,19333,1.07262
2011,Beaver Dam Unified,0336,3663,Medium,NA,NA,NA,NA,NA,0.9549,NA,NA,4154,11721,10385,10906,11540,1.01568
2011,Beecher-Dunbar-Pembine,4263,252,Small,NA,NA,NA,NA,NA,0.89333,NA,NA,11940,15673,13512,15528,16066,0.97554
2011,Belleville,0350,961,Small,NA,NA,NA,NA,NA,0.99095,NA,NA,4890,10867,9506,10538,11050,0.98347
2011,Belmont Community,0364,361,Small,NA,NA,NA,NA,NA,0.93151,NA,NA,5330,12265,9813,11462,11938,1.02737
2011,Beloit,0413,6967,Large,NA,NA,NA,NA,NA,0.86361,NA,NA,1988,12579,11249,12017,12608,0.99771
2011,Beloit Turner,0422,1461,Medium,NA,NA,NA,NA,NA,0.95506,NA,NA,3975,11785,10167,11700,12124,0.97204
2011,Benton,0427,229,Small,NA,NA,NA,NA,NA,0.94828,NA,NA,4731,14872,12134,14151,14689,1.01243
2011,Berlin Area,0434,1689,Medium,NA,NA,NA,NA,NA,0.95604,NA,NA,4131,11881,9698,11183,11613,1.02306
2011,Big Foot UHS,6013,543,Small,NA,NA,NA,NA,NA,0.90909,NA,NA,16349,17691,13555,16703,17928,0.9868
2011,Birchwood,0441,333,Small,NA,NA,NA,NA,NA,0.90909,NA,NA,11969,15752,12492,14419,15596,1.01
2011,Black Hawk,2240,400,Small,NA,NA,NA,NA,NA,0.97222,NA,NA,4076,13255,11986,12868,13379,0.99071
2011,Black River Falls,0476,1824,Medium,NA,NA,NA,NA,NA,0.94048,NA,NA,4193,11720,9631,10954,11497,1.01944
2011,Blair-Taylor,0485,622,Small,NA,NA,NA,NA,NA,0.95833,NA,NA,4514,13132,11124,13032,13588,0.96643
2011,Bloomer,0497,1173,Medium,NA,NA,NA,NA,NA,0.94118,NA,NA,4608,11857,9322,11036,11446,1.03597
2011,Bonduel,0602,887,Small,NA,NA,NA,NA,NA,0.92661,NA,NA,5128,11928,9696,11223,11730,1.01689
2011,Boscobel Area,0609,889,Small,NA,NA,NA,NA,NA,0.96943,NA,NA,3136,11893,10127,10509,10893,1.09173
2011,Bowler,0623,391,Small,NA,NA,NA,NA,NA,0.87629,NA,NA,3868,14869,13070,14100,14745,1.00841
2011,Boyceville Community,0637,762,Small,NA,NA,NA,NA,NA,0.95429,NA,NA,4684,13285,9770,12477,13040,1.0188
2011,Brighton #1,0657,201,Small,NA,NA,NA,NA,NA,NA,NA,NA,9743,14924,12489,14868,15424,0.9676
2011,Brillion,0658,958,Small,NA,NA,NA,NA,NA,0.95522,NA,NA,4780,11962,8654,11196,11906,1.00464
2011,Bristol #1,0665,677,Small,NA,NA,NA,NA,NA,NA,NA,NA,6955,11375,9374,10463,10887,1.04487
2011,Brodhead,0700,1074,Medium,NA,NA,NA,NA,NA,0.98,NA,NA,3679,11539,9537,10825,11236,1.02694
2011,Brown Deer,0721,1644,Medium,NA,NA,NA,NA,NA,0.93047,NA,NA,9234,14481,12354,13603,14104,1.02667
2011,Bruce,0735,506,Small,NA,NA,NA,NA,NA,0.91241,NA,NA,5524,12813,10518,11099,11642,1.10058
2011,NA,8123,875,Small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Burlington Area,0777,3324,Medium,NA,NA,NA,NA,NA,0.9424,NA,NA,6581,12391,10347,11671,12151,1.01977
2011,Butternut,0840,201,Small,NA,NA,NA,NA,NA,0.88333,NA,NA,8578,15732,12800,15210,15775,0.99732
2011,Cadott Community,0870,908,Small,NA,NA,NA,NA,NA,0.93229,NA,NA,3132,10805,9392,10341,10847,0.99613
2011,Cambria-Friesland,0882,416,Small,NA,NA,NA,NA,NA,0.86275,NA,NA,5559,13471,11414,12603,13091,1.02896
2011,Cambridge,0896,908,Small,NA,NA,NA,NA,NA,0.96262,NA,NA,9125,13699,10630,13299,14122,0.97
2011,Cameron,0903,1007,Medium,NA,NA,NA,NA,NA,0.9322,NA,NA,3557,11701,9762,11057,11663,1.00318
2011,Campbellsport,0910,1446,Medium,NA,NA,NA,NA,NA,0.94301,NA,NA,5789,11701,9363,11554,11925,0.98124
2011,NA,8114,237,Small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Cashton,0980,589,Small,NA,NA,NA,NA,NA,0.98291,NA,NA,3508,13292,9649,12359,12919,1.02891
2011,Cassville,0994,199,Small,NA,NA,NA,NA,NA,0.91837,NA,NA,7762,16140,14725,15582,16192,0.99679
2011,Cedar Grove-Belgium Area,1029,1171,Medium,NA,NA,NA,NA,NA,0.96266,NA,NA,5322,10727,8522,10294,10685,1.00391
2011,Cedarburg,1015,3009,Medium,NA,NA,NA,NA,NA,0.99281,NA,NA,7416,12020,9885,11067,11406,1.05382
2011,NA,8105,407,Small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Central/Westosha UHS,5054,1172,Medium,NA,NA,NA,NA,NA,0.94092,NA,NA,7283,12718,10791,11695,12416,1.0243
2011,NA,8127,165,Small,NA,NA,NA,NA,NA,0.875,NA,NA,NA,NA,NA,NA,NA,NA
2011,Chequamegon,1071,774,Small,NA,NA,NA,NA,NA,0.95671,NA,NA,7629,13845,12527,13490,14099,0.98204
2011,Chetek-Weyerhaeuser Area,1080,1010,Medium,NA,NA,NA,NA,NA,0.94194,NA,NA,8770,15563,10547,12410,13304,1.16983
2011,Chilton,1085,1153,Medium,NA,NA,NA,NA,NA,0.93038,NA,NA,5632,13333,9883,12540,13106,1.01738
2011,Chippewa Falls Area Unified,1092,5027,Medium,NA,NA,NA,NA,NA,0.90317,NA,NA,4510,11372,9931,10709,11212,1.01427
2011,Clayton,1120,405,Small,NA,NA,NA,NA,NA,0.9604,NA,NA,3508,12922,10491,12225,12860,1.00488
2011,Clear Lake,1127,628,Small,NA,NA,NA,NA,NA,0.9441,NA,NA,3526,11968,9596,11263,11835,1.01122
2011,Clinton Community,1134,1190,Medium,NA,NA,NA,NA,NA,0.94156,NA,NA,4936,12992,10174,11976,12391,1.04849
2011,Clintonville,1141,1412,Medium,NA,NA,NA,NA,NA,0.90191,NA,NA,5181,14164,11543,13472,14417,0.98246
2011,Cochrane-Fountain City,1155,670,Small,NA,NA,NA,NA,NA,0.94776,NA,NA,5576,12141,8906,10712,11300,1.07443
2011,Colby,1162,938,Small,NA,NA,NA,NA,NA,0.97758,NA,NA,2965,11916,10266,11086,11728,1.01609
2011,Coleman,1169,760,Small,NA,NA,NA,NA,NA,0.94118,NA,NA,5362,10967,9261,10349,10805,1.01501
2011,Colfax,1176,842,Small,NA,NA,NA,NA,NA,0.92188,NA,NA,3538,10632,9487,10233,10633,0.9999
2011,Columbus,1183,1193,Medium,NA,NA,NA,NA,NA,0.98997,NA,NA,6216,12130,9799,11195,11730,1.03414
2011,Cornell,1204,425,Small,NA,NA,NA,NA,NA,0.86508,NA,NA,4417,14444,10939,13373,14360,1.00583
2011,Crandon,1218,930,Small,NA,NA,NA,NA,NA,0.76824,NA,NA,6775,12136,10473,11008,11641,1.04255
2011,Crivitz,1232,734,Small,NA,NA,NA,NA,NA,0.91351,NA,NA,9393,12197,9703,11386,11880,1.0267
2011,Cuba City,1246,649,Small,NA,NA,NA,NA,NA,0.99043,NA,NA,5886,13620,11068,12241,12855,1.0595
2011,Cudahy,1253,2642,Medium,NA,NA,NA,NA,NA,0.9142,NA,NA,4761,12575,11128,11950,12550,1.00201
2011,Cumberland,1260,1019,Medium,NA,NA,NA,NA,NA,0.93962,NA,NA,7207,13270,10385,12188,12905,1.02822
2011,D C Everest Area,4970,5690,Medium,NA,NA,NA,NA,NA,0.92024,NA,NA,4514,11857,9687,11023,11590,1.02305
2011,Darlington Community,1295,786,Small,NA,NA,NA,NA,NA,0.95853,NA,NA,4653,12492,9933,11347,11901,1.04966
2011,De Forest Area,1316,3465,Medium,NA,NA,NA,NA,NA,0.96429,NA,NA,6936,12330,9901,11911,12368,0.99693
2011,De Pere,1414,3956,Medium,NA,NA,NA,NA,NA,0.93826,NA,NA,5678,11960,9712,11185,11667,1.02509
2011,De Soto Area,1421,556,Small,NA,NA,NA,NA,NA,0.95798,NA,NA,7223,13398,10974,12405,13073,1.02484
2011,Deerfield Community,1309,833,Small,NA,NA,NA,NA,NA,0.96757,NA,NA,6647,13219,10814,12441,12960,1.02003
2011,Delavan-Darien,1380,2518,Medium,NA,NA,NA,NA,NA,0.9152,NA,NA,6468,11622,9848,11017,11603,1.00159
2011,Denmark,1407,1509,Medium,NA,NA,NA,NA,NA,0.94697,NA,NA,4863,12353,9804,11128,11625,1.06259
2011,NA,8109,301,Small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Dodgeland,2744,818,Small,NA,NA,NA,NA,NA,0.90863,NA,NA,5158,13299,10326,12871,13279,1.00153
2011,Dodgeville,1428,1299,Medium,NA,NA,NA,NA,NA,0.9359,NA,NA,6294,13133,11002,12070,12583,1.04375
2011,Dover #1,1449,92,Small,NA,NA,NA,NA,NA,NA,NA,NA,5535,12534,10592,11160,11385,1.10092
2011,NA,8101,145,Small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Drummond Area,1491,393,Small,NA,NA,NA,NA,NA,0.92857,NA,NA,11709,14598,11363,13934,14509,1.00617
2011,Durand,1499,948,Small,NA,NA,NA,NA,NA,0.98214,NA,NA,6012,13484,10747,12932,13409,1.0056
2011,East Troy Community,1540,1716,Medium,NA,NA,NA,NA,NA,0.95238,NA,NA,8056,11307,9205,10758,11171,1.01223
2011,Eau Claire Area,1554,11030,Large,NA,NA,NA,NA,NA,0.91153,NA,NA,5688,12155,10108,11351,11990,1.01376
2011,Edgar,1561,664,Small,NA,NA,NA,NA,NA,0.98844,NA,NA,3807,12014,9745,11778,12236,0.98193
2011,Edgerton,1568,1786,Medium,NA,NA,NA,NA,NA,0.94357,NA,NA,5658,11979,10290,11405,11835,1.01212
2011,Elcho,1582,369,Small,NA,NA,NA,NA,NA,0.95,NA,NA,12496,15102,11531,13554,14844,1.0174
2011,Eleva-Strum,1600,600,Small,NA,NA,NA,NA,NA,0.9557,NA,NA,4356,12977,10318,12206,12752,1.01762
2011,Elk Mound Area,1645,1129,Medium,NA,NA,NA,NA,NA,0.96522,NA,NA,3145,11338,9179,11184,11666,0.97187
2011,Elkhart Lake-Glenbeulah,1631,503,Small,NA,NA,NA,NA,NA,0.98276,NA,NA,8835,11154,10063,10473,10757,1.03687
2011,Elkhorn Area,1638,3246,Medium,NA,NA,NA,NA,NA,0.94309,NA,NA,6540,11581,8987,10760,11229,1.03131
2011,Ellsworth Community,1659,1687,Medium,NA,NA,NA,NA,NA,0.95785,NA,NA,5731,12132,9413,11011,11725,1.03473
2011,Elmbrook,0714,7154,Large,NA,NA,NA,NA,NA,0.97672,NA,NA,11991,13581,11276,12777,13302,1.02101
2011,Elmwood,1666,326,Small,NA,NA,NA,NA,NA,0.97531,NA,NA,7240,15667,11471,16102,16597,0.94394
2011,Erin,1687,333,Small,NA,NA,NA,NA,NA,NA,NA,NA,8713,12323,11148,12052,12514,0.98471
2011,Evansville Community,1694,1775,Medium,NA,NA,NA,NA,NA,0.95511,NA,NA,4783,12724,10664,12535,12918,0.98498
2011,Fall Creek,1729,849,Small,NA,NA,NA,NA,NA,0.95098,NA,NA,3707,11591,10033,11065,11587,1.00037
2011,Fall River,1736,521,Small,NA,NA,NA,NA,NA,0.92708,NA,NA,4532,11515,9596,11357,12038,0.95655
2011,Fennimore Community,1813,782,Small,NA,NA,NA,NA,NA,0.98204,NA,NA,2857,11386,10158,10726,11279,1.0095
2011,Flambeau,5757,660,Small,NA,NA,NA,NA,NA,0.92614,NA,NA,5084,14146,10739,12963,13700,1.03256
2011,Florence County,1855,447,Small,NA,NA,NA,NA,NA,0.91603,NA,NA,10679,15242,13134,14675,15325,0.99458
2011,Fond du Lac,1862,7448,Large,NA,NA,NA,NA,NA,0.91897,NA,NA,4972,11762,10162,11239,11944,0.98481
2011,Fontana J8,1870,267,Small,NA,NA,NA,NA,NA,NA,NA,NA,13472,14535,11980,14143,14617,0.99442
2011,Fort Atkinson,1883,3000,Medium,NA,NA,NA,NA,NA,0.9439,NA,NA,5624,11683,9692,10957,11456,1.01979
2011,Fox Point J2,1890,939,Small,NA,NA,NA,NA,NA,NA,NA,NA,13263,14731,12587,14110,14276,1.03192
2011,Franklin Public,1900,4344,Medium,NA,NA,NA,NA,NA,0.83802,NA,NA,8945,13434,11018,12033,12728,1.05548
2011,Frederic,1939,457,Small,NA,NA,NA,NA,NA,0.9845,NA,NA,6356,13305,11102,12894,13563,0.98095
2011,Freedom Area,1953,1637,Medium,NA,NA,NA,NA,NA,0.98465,NA,NA,4313,10950,9017,10253,10615,1.03165
2011,Friess Lake,4843,278,Small,NA,NA,NA,NA,NA,NA,NA,NA,12596,15617,11176,14451,14814,1.05418
2011,Galesville-Ettrick-Trempealeau,2009,1379,Medium,NA,NA,NA,NA,NA,0.97633,NA,NA,4630,12129,9922,11394,11884,1.02067
2011,Geneva J4,2044,195,Small,NA,NA,NA,NA,NA,NA,NA,NA,14805,15746,11740,13912,14256,1.10453
2011,Genoa City J2,2051,619,Small,NA,NA,NA,NA,NA,NA,NA,NA,3367,11070,9030,11025,11025,1.00407
2011,Germantown,2058,3994,Medium,NA,NA,NA,NA,NA,0.9818,NA,NA,8160,11896,9682,11151,11613,1.02435
2011,Gibraltar Area,2114,577,Small,NA,NA,NA,NA,NA,0.97887,NA,NA,18127,19483,16157,18676,19084,1.02093
2011,Gillett,2128,645,Small,NA,NA,NA,NA,NA,0.88265,NA,NA,4142,13375,11353,12932,13379,0.99968
2011,Gilman,2135,390,Small,NA,NA,NA,NA,NA,0.93333,NA,NA,5606,13491,10761,12947,13707,0.98423
2011,Gilmanton,2142,168,Small,NA,NA,NA,NA,NA,0.94444,NA,NA,5208,12849,11755,12299,12833,1.0012
2011,Glendale-River Hills,2184,999,Small,NA,NA,NA,NA,NA,NA,NA,NA,12521,14731,12366,13915,14620,1.00758
2011,Glenwood City,2198,711,Small,NA,NA,NA,NA,NA,0.96894,NA,NA,2963,11281,9737,11055,11503,0.98072
2011,Goodman-Armstrong Creek,2212,141,Small,NA,NA,NA,NA,NA,0.93023,NA,NA,10642,15372,14463,15319,16017,0.95969
2011,Grafton,2217,2140,Medium,NA,NA,NA,NA,NA,0.95032,NA,NA,8401,13122,10826,12008,12382,1.05971
2011,Granton Area,2226,215,Small,NA,NA,NA,NA,NA,0.7931,NA,NA,5937,17552,12738,14292,15537,1.12971
2011,Grantsburg,2233,1575,Medium,NA,NA,NA,NA,NA,0.48327,NA,NA,4816,12589,10323,12245,12816,0.98232
2011,Green Bay Area Public,2289,20636,Large,NA,NA,NA,NA,NA,0.81007,NA,NA,4089,12198,10566,11684,12280,0.99332
2011,Green Lake,2310,279,Small,NA,NA,NA,NA,NA,0.94595,NA,NA,17381,19036,13789,18359,18969,1.00354
2011,Greendale,2296,2655,Medium,NA,NA,NA,NA,NA,0.97345,NA,NA,7820,12742,11039,11807,12857,0.99105
2011,Greenfield,2303,3813,Medium,NA,NA,NA,NA,NA,0.92627,NA,NA,8665,12986,9930,12105,12668,1.02511
2011,Greenwood,2394,342,Small,NA,NA,NA,NA,NA,0.96703,NA,NA,6250,14907,11903,14042,14624,1.01935
2011,Gresham,2415,297,Small,NA,NA,NA,NA,NA,0.92537,NA,NA,4093,13077,11166,11826,12372,1.057
2011,Hamilton,2420,4676,Medium,NA,NA,NA,NA,NA,0.9822,NA,NA,6981,11322,9691,11008,11251,1.00636
2011,Hartford J1,2443,1740,Medium,NA,NA,NA,NA,NA,NA,NA,NA,5402,11751,9888,11011,11453,1.02603
2011,Hartford UHS,2436,1499,Medium,NA,NA,NA,NA,NA,0.9396,NA,NA,8676,12965,10828,11428,12012,1.07931
2011,Hartland-Lakeside J3,2460,1294,Medium,NA,NA,NA,NA,NA,NA,NA,NA,8277,12994,11001,12239,12822,1.01341
2011,Hayward Community,2478,1952,Medium,NA,NA,NA,NA,NA,0.8297,NA,NA,10043,13526,10951,12602,13179,1.02635
2011,Herman #22,2523,97,Small,NA,NA,NA,NA,NA,NA,NA,NA,9217,14727,11456,12512,13341,1.10387
2011,Highland,2527,288,Small,NA,NA,NA,NA,NA,0.95588,NA,NA,6373,16777,12900,15719,16380,1.02421
2011,Hilbert,2534,467,Small,NA,NA,NA,NA,NA,0.98718,NA,NA,4820,12039,9963,11350,11883,1.01317
2011,Hillsboro,2541,557,Small,NA,NA,NA,NA,NA,0.97143,NA,NA,3956,12841,10543,12214,12819,1.00177
2011,Holmen,2562,3812,Medium,NA,NA,NA,NA,NA,0.97311,NA,NA,4539,12767,10473,11986,12568,1.01585
2011,Horicon,2576,786,Small,NA,NA,NA,NA,NA,0.89583,NA,NA,5044,12052,9950,11390,11834,1.0184
2011,Hortonville Area,2583,3570,Medium,NA,NA,NA,NA,NA,0.96177,NA,NA,4802,10825,8685,10275,10675,1.01408
2011,Howard-Suamico,2604,5845,Medium,NA,NA,NA,NA,NA,0.93731,NA,NA,4386,10869,9071,10248,10789,1.00747
2011,Howards Grove,2605,895,Small,NA,NA,NA,NA,NA,0.98268,NA,NA,5377,12178,9993,11309,11623,1.04772
2011,Hudson,2611,5564,Medium,NA,NA,NA,NA,NA,0.96003,NA,NA,5671,10614,8213,9518,10112,1.04959
2011,Hurley,2618,640,Small,NA,NA,NA,NA,NA,0.97674,NA,NA,5797,12644,9883,11133,11814,1.0703
2011,Hustisford,2625,420,Small,NA,NA,NA,NA,NA,0.9604,NA,NA,7260,12082,9842,10200,11191,1.07959
2011,Independence,2632,373,Small,NA,NA,NA,NA,NA,0.95918,NA,NA,5278,14697,10740,13246,13708,1.07219
2011,Iola-Scandinavia,2639,716,Small,NA,NA,NA,NA,NA,0.96757,NA,NA,5804,12064,9889,11344,11789,1.0233
2011,Iowa-Grant,2646,767,Small,NA,NA,NA,NA,NA,0.98352,NA,NA,3702,12354,10650,11315,11871,1.04076
2011,Ithaca,2660,375,Small,NA,NA,NA,NA,NA,0.94118,NA,NA,5033,13346,10902,12627,13151,1.01486
2011,Janesville,2695,10325,Large,NA,NA,NA,NA,NA,0.89393,NA,NA,4013,11817,10566,11454,11855,0.99682
2011,Jefferson,2702,1932,Medium,NA,NA,NA,NA,NA,0.951,NA,NA,6313,12547,9883,11856,12392,1.01246
2011,Johnson Creek,2730,653,Small,NA,NA,NA,NA,NA,0.98551,NA,NA,5724,11437,10235,10774,11228,1.01858
2011,Juda,2737,310,Small,NA,NA,NA,NA,NA,0.94286,NA,NA,4549,13027,10327,12313,12916,1.00858
2011,Kaukauna Area,2758,3931,Medium,NA,NA,NA,NA,NA,0.93348,NA,NA,4074,11026,8855,10087,10447,1.05543
2011,Kenosha,2793,22905,Large,NA,NA,NA,NA,NA,0.84872,NA,NA,4719,12692,11351,12276,12767,0.99411
2011,Kettle Moraine,1376,4257,Medium,NA,NA,NA,NA,NA,0.96953,NA,NA,8141,11747,9914,11192,11646,1.00867
2011,Kewaskum,2800,1931,Medium,NA,NA,NA,NA,NA,0.96703,NA,NA,5902,11404,9396,10635,11040,1.03292
2011,Kewaunee,2814,996,Small,NA,NA,NA,NA,NA,0.94565,NA,NA,5316,12233,9730,11318,11870,1.03061
2011,Kickapoo Area,5960,484,Small,NA,NA,NA,NA,NA,0.96581,NA,NA,5135,13168,9554,11237,11795,1.11647
2011,Kiel Area,2828,1422,Medium,NA,NA,NA,NA,NA,0.97521,NA,NA,5666,12358,10036,11643,12251,1.00872
2011,Kimberly Area,2835,4796,Medium,NA,NA,NA,NA,NA,0.97065,NA,NA,4364,11304,9268,10961,11249,1.00491
2011,NA,8126,215,Small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Kohler,2842,606,Small,NA,NA,NA,NA,NA,0.99065,NA,NA,12447,14674,10951,13214,14254,1.02949
2011,La Crosse,2849,6865,Large,NA,NA,NA,NA,NA,0.93622,NA,NA,7314,14195,12445,13331,14049,1.0104
2011,La Farge,2863,245,Small,NA,NA,NA,NA,NA,0.85714,NA,NA,5811,15905,12827,14401,14976,1.06205
2011,Lac du Flambeau #1,1848,479,Small,NA,NA,NA,NA,NA,NA,NA,NA,11584,22635,18632,20835,21812,1.03769
2011,Ladysmith,2856,881,Small,NA,NA,NA,NA,NA,0.92181,NA,NA,4010,14524,11346,13326,14149,1.02649
2011,Lake Country,3862,522,Small,NA,NA,NA,NA,NA,NA,NA,NA,13913,15530,12249,15321,15872,0.97848
2011,Lake Geneva J1,2885,2128,Medium,NA,NA,NA,NA,NA,NA,NA,NA,8041,12359,9932,11377,12008,1.02923
2011,Lake Geneva-Genoa City UHS,2884,1490,Medium,NA,NA,NA,NA,NA,0.95053,NA,NA,12637,14830,10442,13283,14296,1.03734
2011,Lake Holcombe,2891,354,Small,NA,NA,NA,NA,NA,0.91753,NA,NA,10437,14646,11564,13135,13797,1.0615
2011,Lake Mills Area,2898,1342,Medium,NA,NA,NA,NA,NA,0.99367,NA,NA,6335,11526,9158,11316,11688,0.98615
2011,Lakeland UHS,3647,770,Small,NA,NA,NA,NA,NA,0.92163,NA,NA,16304,19031,14864,17352,18414,1.0335
2011,Lancaster Community,2912,916,Small,NA,NA,NA,NA,NA,0.96889,NA,NA,4702,12952,11934,12469,12917,1.00275
2011,Laona,2940,227,Small,NA,NA,NA,NA,NA,0.87037,NA,NA,9598,16356,13625,15156,15834,1.033
2011,Lena,2961,407,Small,NA,NA,NA,NA,NA,0.85567,NA,NA,5383,13296,10535,11800,12303,1.08067
2011,Linn J4,3087,113,Small,NA,NA,NA,NA,NA,NA,NA,NA,17436,18484,14458,18679,18955,0.9752
2011,Linn J6,3094,117,Small,NA,NA,NA,NA,NA,NA,NA,NA,15199,16555,14462,15503,16295,1.01595
2011,Little Chute Area,3129,1449,Medium,NA,NA,NA,NA,NA,0.94776,NA,NA,3405,12494,10346,11814,12226,1.02194
2011,Lodi,3150,1631,Medium,NA,NA,NA,NA,NA,0.97044,NA,NA,8275,12939,10207,12047,12513,1.03408
2011,Lomira,3171,1092,Medium,NA,NA,NA,NA,NA,0.95968,NA,NA,4222,11140,9376,10490,10761,1.03522
2011,Loyal,3206,551,Small,NA,NA,NA,NA,NA,0.97037,NA,NA,2703,11519,10418,11007,11550,0.99725
